path,label,split,status,removal_reason
backward/0a2b400e_nohash_0.wav,backward,training,keep,usable
backward/0a2b400e_nohash_1.wav,backward,training,keep,usable
backward/0a2b400e_nohash_2.wav,backward,training,keep,usable
backward/0a2b400e_nohash_3.wav,backward,training,keep,usable
backward/0a2b400e_nohash_4.wav,backward,training,keep,usable
backward/0a396ff2_nohash_0.wav,backward,training,remove,short_clip
backward/0a5636ca_nohash_0.wav,backward,training,remove,abrupt_end_after_speech
backward/0b7ee1a0_nohash_0.wav,backward,training,keep,usable
backward/0b7ee1a0_nohash_1.wav,backward,training,keep,usable
backward/0b7ee1a0_nohash_2.wav,backward,training,keep,usable
backward/0b7ee1a0_nohash_3.wav,backward,training,remove,abrupt_end_after_speech
backward/0b7ee1a0_nohash_4.wav,backward,training,keep,usable
backward/0ba018fc_nohash_0.wav,backward,training,keep,usable
backward/0ba018fc_nohash_1.wav,backward,training,keep,usable
backward/0ba018fc_nohash_2.wav,backward,training,keep,usable
backward/0ba018fc_nohash_3.wav,backward,training,keep,usable
backward/0c540988_nohash_0.wav,backward,testing,remove,speech_active_at_end
backward/0cb74144_nohash_0.wav,backward,testing,keep,usable
backward/0cb74144_nohash_1.wav,backward,testing,keep,usable
backward/0cb74144_nohash_2.wav,backward,testing,keep,usable
backward/0cb74144_nohash_3.wav,backward,testing,keep,usable
backward/0d6d7360_nohash_0.wav,backward,training,keep,usable
backward/0d6d7360_nohash_1.wav,backward,training,keep,usable
backward/0d6d7360_nohash_2.wav,backward,training,keep,usable
backward/0d6d7360_nohash_3.wav,backward,training,keep,usable
backward/0d6d7360_nohash_4.wav,backward,training,keep,usable
backward/0d82fd99_nohash_0.wav,backward,validation,remove,abrupt_end_after_speech
backward/0d82fd99_nohash_1.wav,backward,validation,remove,abrupt_end_after_speech
backward/0d82fd99_nohash_2.wav,backward,validation,remove,abrupt_end_after_speech
backward/0d82fd99_nohash_3.wav,backward,validation,keep,usable
backward/0d85a428_nohash_0.wav,backward,training,remove,short_clip
backward/0d90d8e1_nohash_0.wav,backward,training,keep,usable
backward/0d90d8e1_nohash_1.wav,backward,training,keep,usable
backward/0d90d8e1_nohash_2.wav,backward,training,keep,usable
backward/0d90d8e1_nohash_3.wav,backward,training,keep,usable
backward/0e6e36c9_nohash_0.wav,backward,training,keep,usable
backward/0e6e36c9_nohash_1.wav,backward,training,keep,usable
backward/0e6e36c9_nohash_2.wav,backward,training,keep,usable
backward/0e6e36c9_nohash_3.wav,backward,training,keep,usable
backward/0e6e36c9_nohash_4.wav,backward,training,keep,usable
backward/0e8ec1cb_nohash_0.wav,backward,training,keep,usable
backward/0ea9c8ce_nohash_0.wav,backward,validation,keep,usable
backward/0ea9c8ce_nohash_1.wav,backward,validation,keep,usable
backward/0ea9c8ce_nohash_2.wav,backward,validation,keep,usable
backward/0ea9c8ce_nohash_3.wav,backward,validation,keep,usable
backward/0ea9c8ce_nohash_4.wav,backward,validation,keep,usable
backward/0f46028a_nohash_0.wav,backward,training,keep,usable
backward/0f46028a_nohash_1.wav,backward,training,keep,usable
backward/0f46028a_nohash_2.wav,backward,training,keep,usable
backward/0f46028a_nohash_3.wav,backward,training,keep,usable
backward/0f46028a_nohash_4.wav,backward,training,keep,usable
backward/0f7266cf_nohash_0.wav,backward,training,remove,abrupt_end_after_speech
backward/0f7266cf_nohash_1.wav,backward,training,keep,usable
backward/0f7266cf_nohash_2.wav,backward,training,remove,abrupt_end_after_speech
backward/0f7266cf_nohash_3.wav,backward,training,remove,speech_active_at_end
backward/113b3fbc_nohash_0.wav,backward,training,keep,usable
backward/113b3fbc_nohash_1.wav,backward,training,keep,usable
backward/113b3fbc_nohash_2.wav,backward,training,keep,usable
backward/113b3fbc_nohash_3.wav,backward,training,keep,usable
backward/113b3fbc_nohash_4.wav,backward,training,keep,usable
backward/131e738d_nohash_0.wav,backward,training,keep,usable
backward/131e738d_nohash_1.wav,backward,training,keep,usable
backward/131e738d_nohash_2.wav,backward,training,keep,usable
backward/131e738d_nohash_3.wav,backward,training,keep,usable
backward/131e738d_nohash_4.wav,backward,training,keep,usable
backward/13a93b33_nohash_0.wav,backward,training,keep,usable
backward/13dce503_nohash_0.wav,backward,training,keep,usable
backward/13dce503_nohash_1.wav,backward,training,keep,usable
backward/13dce503_nohash_2.wav,backward,training,keep,usable
backward/1474273a_nohash_0.wav,backward,training,keep,usable
backward/1474273a_nohash_1.wav,backward,training,remove,short_clip
backward/1496195a_nohash_0.wav,backward,training,keep,usable
backward/1496195a_nohash_1.wav,backward,training,keep,usable
backward/1496195a_nohash_2.wav,backward,training,keep,usable
backward/1496195a_nohash_3.wav,backward,training,keep,usable
backward/14c7b073_nohash_0.wav,backward,training,keep,usable
backward/14c7b073_nohash_1.wav,backward,training,keep,usable
backward/14c7b073_nohash_2.wav,backward,training,remove,speech_active_at_end
backward/14c7b073_nohash_3.wav,backward,training,remove,speech_active_at_end
backward/14c7b073_nohash_4.wav,backward,training,keep,usable
backward/1589451d_nohash_0.wav,backward,training,keep,usable
backward/1589451d_nohash_1.wav,backward,training,remove,short_clip
backward/15dd287d_nohash_0.wav,backward,training,keep,usable
backward/15dd287d_nohash_1.wav,backward,training,keep,usable
backward/15dd287d_nohash_2.wav,backward,training,keep,usable
backward/15dd287d_nohash_3.wav,backward,training,keep,usable
backward/15dd287d_nohash_4.wav,backward,training,keep,usable
backward/171edea9_nohash_0.wav,backward,validation,keep,usable
backward/171edea9_nohash_1.wav,backward,validation,keep,usable
backward/171edea9_nohash_2.wav,backward,validation,keep,usable
backward/171edea9_nohash_3.wav,backward,validation,keep,usable
backward/171edea9_nohash_4.wav,backward,validation,keep,usable
backward/189cbabe_nohash_0.wav,backward,testing,keep,usable
backward/189cbabe_nohash_1.wav,backward,testing,remove,abrupt_end_after_speech
backward/189cbabe_nohash_2.wav,backward,testing,keep,usable
backward/189cbabe_nohash_3.wav,backward,testing,keep,usable
backward/189cbabe_nohash_4.wav,backward,testing,keep,usable
backward/18d84076_nohash_0.wav,backward,training,remove,abrupt_end_after_speech
backward/18e910f4_nohash_0.wav,backward,training,keep,usable
backward/18e910f4_nohash_1.wav,backward,training,keep,usable
backward/18e910f4_nohash_2.wav,backward,training,keep,usable
backward/18e910f4_nohash_3.wav,backward,training,keep,usable
backward/18f8afd5_nohash_0.wav,backward,testing,remove,abrupt_end_after_speech
backward/18f8afd5_nohash_1.wav,backward,testing,keep,usable
backward/18f8afd5_nohash_2.wav,backward,testing,keep,usable
backward/18f8afd5_nohash_3.wav,backward,testing,keep,usable
backward/18f8afd5_nohash_4.wav,backward,testing,keep,usable
backward/18ffa72d_nohash_0.wav,backward,training,remove,short_clip
backward/195c120a_nohash_0.wav,backward,training,keep,usable
backward/195c120a_nohash_1.wav,backward,training,keep,usable
backward/195c120a_nohash_2.wav,backward,training,remove,abrupt_end_after_speech
backward/1970b130_nohash_0.wav,backward,training,remove,speech_active_at_end
backward/1970b130_nohash_1.wav,backward,training,remove,abrupt_end_after_speech
backward/19a1e5c7_nohash_0.wav,backward,training,remove,short_clip
backward/1a0f9c63_nohash_0.wav,backward,training,remove,short_clip
backward/1a0f9c63_nohash_1.wav,backward,training,remove,short_clip
backward/1a73dcd1_nohash_0.wav,backward,validation,remove,speech_active_at_end
backward/1a994c9f_nohash_0.wav,backward,training,remove,abrupt_end_after_speech
backward/1a994c9f_nohash_1.wav,backward,training,keep,usable
backward/1a994c9f_nohash_2.wav,backward,training,keep,usable
backward/1a994c9f_nohash_3.wav,backward,training,keep,usable
backward/1a994c9f_nohash_4.wav,backward,training,keep,usable
backward/1acc97de_nohash_0.wav,backward,testing,keep,usable
backward/1acc97de_nohash_1.wav,backward,testing,remove,speech_active_at_end
backward/1acc97de_nohash_2.wav,backward,testing,remove,speech_active_at_end
backward/1acc97de_nohash_3.wav,backward,testing,keep,usable
backward/1b18600d_nohash_0.wav,backward,training,keep,usable
backward/1b18600d_nohash_1.wav,backward,training,keep,usable
backward/1b42b551_nohash_0.wav,backward,training,keep,usable
backward/1b42b551_nohash_1.wav,backward,training,keep,usable
backward/1b42b551_nohash_2.wav,backward,training,keep,usable
backward/1b42b551_nohash_3.wav,backward,training,remove,abrupt_end_after_speech
backward/1b42b551_nohash_4.wav,backward,training,remove,speech_active_at_end
backward/1b627376_nohash_0.wav,backward,training,remove,abrupt_end_after_speech
backward/1c76f5f3_nohash_0.wav,backward,training,keep,usable
backward/1c84a139_nohash_0.wav,backward,training,keep,usable
backward/1c84a139_nohash_1.wav,backward,training,keep,usable
backward/1c84a139_nohash_2.wav,backward,training,keep,usable
backward/1c84a139_nohash_3.wav,backward,training,keep,usable
backward/1c84a139_nohash_4.wav,backward,training,keep,usable
backward/1dc86f91_nohash_0.wav,backward,training,keep,usable
backward/1dc86f91_nohash_1.wav,backward,training,keep,usable
backward/1dc86f91_nohash_2.wav,backward,training,keep,usable
backward/1dc86f91_nohash_3.wav,backward,training,keep,usable
backward/1dc86f91_nohash_4.wav,backward,training,keep,usable
backward/1e02ffc5_nohash_0.wav,backward,validation,keep,usable
backward/1e02ffc5_nohash_1.wav,backward,validation,keep,usable
backward/1e02ffc5_nohash_2.wav,backward,validation,keep,usable
backward/1e02ffc5_nohash_3.wav,backward,validation,keep,usable
backward/1e02ffc5_nohash_4.wav,backward,validation,remove,abrupt_end_after_speech
backward/1e9e6bdd_nohash_0.wav,backward,training,keep,usable
backward/1e9e6bdd_nohash_1.wav,backward,training,keep,usable
backward/1e9e6bdd_nohash_2.wav,backward,training,keep,usable
backward/1e9e6bdd_nohash_3.wav,backward,training,remove,speech_active_at_end
backward/1e9e6bdd_nohash_4.wav,backward,training,keep,usable
backward/1ed0b13d_nohash_0.wav,backward,training,keep,usable
backward/1ed0b13d_nohash_1.wav,backward,training,keep,usable
backward/1ed0b13d_nohash_2.wav,backward,training,remove,speech_active_at_end
backward/1ed0b13d_nohash_3.wav,backward,training,keep,usable
backward/1ed0b13d_nohash_4.wav,backward,training,keep,usable
backward/1f3e4139_nohash_0.wav,backward,training,remove,abrupt_end_after_speech
backward/2005ca25_nohash_0.wav,backward,testing,remove,short_clip
backward/20a0d54b_nohash_0.wav,backward,training,remove,abrupt_end_after_speech
backward/211b928a_nohash_0.wav,backward,training,keep,usable
backward/211b928a_nohash_1.wav,backward,training,keep,usable
backward/211b928a_nohash_2.wav,backward,training,keep,usable
backward/211b928a_nohash_3.wav,backward,training,keep,usable
backward/211b928a_nohash_4.wav,backward,training,keep,usable
backward/226537ab_nohash_0.wav,backward,training,keep,usable
backward/226537ab_nohash_1.wav,backward,training,keep,usable
backward/226537ab_nohash_2.wav,backward,training,keep,usable
backward/226537ab_nohash_3.wav,backward,training,keep,usable
backward/234d6a48_nohash_0.wav,backward,training,remove,abrupt_end_after_speech
backward/234d6a48_nohash_1.wav,backward,training,keep,usable
backward/234d6a48_nohash_2.wav,backward,training,keep,usable
backward/234d6a48_nohash_3.wav,backward,training,keep,usable
backward/2356b88d_nohash_0.wav,backward,training,keep,usable
backward/235b444f_nohash_0.wav,backward,training,keep,usable
backward/235b444f_nohash_1.wav,backward,training,keep,usable
backward/235b444f_nohash_2.wav,backward,training,keep,usable
backward/235b444f_nohash_3.wav,backward,training,keep,usable
backward/236b6113_nohash_0.wav,backward,training,remove,abrupt_end_after_speech
backward/23add12a_nohash_0.wav,backward,training,remove,short_clip
backward/23add12a_nohash_1.wav,backward,training,remove,short_clip
backward/23da904f_nohash_0.wav,backward,training,keep,usable
backward/23da904f_nohash_1.wav,backward,training,remove,abrupt_end_after_speech
backward/23da904f_nohash_2.wav,backward,training,keep,usable
backward/23da904f_nohash_3.wav,backward,training,keep,usable
backward/23da904f_nohash_4.wav,backward,training,keep,usable
backward/244cc3a5_nohash_0.wav,backward,training,keep,usable
backward/24a3e589_nohash_0.wav,backward,training,keep,usable
backward/24a3e589_nohash_1.wav,backward,training,keep,usable
backward/24a3e589_nohash_2.wav,backward,training,remove,abrupt_end_after_speech
backward/24a3e589_nohash_3.wav,backward,training,keep,usable
backward/24cab2cb_nohash_0.wav,backward,validation,keep,usable
backward/24cab2cb_nohash_1.wav,backward,validation,remove,short_clip
backward/256c0a05_nohash_0.wav,backward,training,keep,usable
backward/256c0a05_nohash_1.wav,backward,training,keep,usable
backward/256c0a05_nohash_2.wav,backward,training,keep,usable
backward/256c0a05_nohash_3.wav,backward,training,keep,usable
backward/256c0a05_nohash_4.wav,backward,training,keep,usable
backward/25e95412_nohash_0.wav,backward,training,keep,usable
backward/25e95412_nohash_1.wav,backward,training,remove,speech_active_at_end
backward/25e95412_nohash_2.wav,backward,training,keep,usable
backward/25e95412_nohash_3.wav,backward,training,keep,usable
backward/25e95412_nohash_4.wav,backward,training,remove,speech_active_at_end
backward/25e95412_nohash_5.wav,backward,training,keep,usable
backward/262d7a03_nohash_0.wav,backward,training,remove,short_clip
backward/262d7a03_nohash_1.wav,backward,training,remove,short_clip
backward/2748cce7_nohash_0.wav,backward,training,keep,usable
backward/2748cce7_nohash_1.wav,backward,training,keep,usable
backward/2748cce7_nohash_2.wav,backward,training,keep,usable
backward/27c24504_nohash_0.wav,backward,training,keep,usable
backward/27c24504_nohash_1.wav,backward,training,keep,usable
backward/27c24504_nohash_2.wav,backward,training,keep,usable
backward/29229c21_nohash_0.wav,backward,training,keep,usable
backward/29229c21_nohash_1.wav,backward,training,keep,usable
backward/29229c21_nohash_2.wav,backward,training,keep,usable
backward/29229c21_nohash_3.wav,backward,training,keep,usable
backward/29229c21_nohash_4.wav,backward,training,keep,usable
backward/2927c601_nohash_0.wav,backward,training,keep,usable
backward/2927c601_nohash_1.wav,backward,training,keep,usable
backward/2927c601_nohash_2.wav,backward,training,keep,usable
backward/2927c601_nohash_3.wav,backward,training,keep,usable
backward/2927c601_nohash_4.wav,backward,training,keep,usable
backward/29dce108_nohash_0.wav,backward,training,keep,usable
backward/29dce108_nohash_1.wav,backward,training,keep,usable
backward/29dce108_nohash_2.wav,backward,training,keep,usable
backward/29dce108_nohash_3.wav,backward,training,remove,abrupt_end_after_speech
backward/2a1f4853_nohash_0.wav,backward,training,keep,usable
backward/2a1f4853_nohash_1.wav,backward,training,keep,usable
backward/2a1f4853_nohash_2.wav,backward,training,keep,usable
backward/2a1f4853_nohash_3.wav,backward,training,keep,usable
backward/2a1f4853_nohash_4.wav,backward,training,keep,usable
backward/2aca1e72_nohash_0.wav,backward,training,keep,usable
backward/2aca1e72_nohash_1.wav,backward,training,keep,usable
backward/2aca1e72_nohash_10.wav,backward,training,keep,usable
backward/2aca1e72_nohash_11.wav,backward,training,keep,usable
backward/2aca1e72_nohash_12.wav,backward,training,keep,usable
backward/2aca1e72_nohash_13.wav,backward,training,keep,usable
backward/2aca1e72_nohash_2.wav,backward,training,keep,usable
backward/2aca1e72_nohash_3.wav,backward,training,keep,usable
backward/2aca1e72_nohash_4.wav,backward,training,keep,usable
backward/2aca1e72_nohash_5.wav,backward,training,keep,usable
backward/2aca1e72_nohash_6.wav,backward,training,keep,usable
backward/2aca1e72_nohash_7.wav,backward,training,keep,usable
backward/2aca1e72_nohash_8.wav,backward,training,keep,usable
backward/2aca1e72_nohash_9.wav,backward,training,keep,usable
backward/2b5e346d_nohash_0.wav,backward,training,keep,usable
backward/2b5e346d_nohash_1.wav,backward,training,remove,abrupt_end_after_speech
backward/2b5e346d_nohash_2.wav,backward,training,keep,usable
backward/2e75d37a_nohash_0.wav,backward,training,keep,usable
backward/2e75d37a_nohash_1.wav,backward,training,keep,usable
backward/2e75d37a_nohash_2.wav,backward,training,keep,usable
backward/2e75d37a_nohash_3.wav,backward,training,keep,usable
backward/2f0ce4d9_nohash_0.wav,backward,training,remove,abrupt_end_after_speech
backward/2f0ce4d9_nohash_1.wav,backward,training,remove,abrupt_end_after_speech
backward/2f0ce4d9_nohash_2.wav,backward,training,remove,speech_active_at_end
backward/2fcb6397_nohash_0.wav,backward,training,remove,speech_active_at_end
backward/2fcb6397_nohash_1.wav,backward,training,keep,usable
backward/2fcb6397_nohash_2.wav,backward,training,keep,usable
backward/2fcb6397_nohash_3.wav,backward,training,remove,abrupt_end_after_speech
backward/2fcb6397_nohash_4.wav,backward,training,remove,abrupt_end_after_speech
backward/2fee065a_nohash_0.wav,backward,training,remove,clipped_waveform
backward/2fee065a_nohash_1.wav,backward,training,remove,clipped_waveform
backward/2fee065a_nohash_2.wav,backward,training,remove,clipped_waveform
backward/2fee065a_nohash_3.wav,backward,training,remove,clipped_waveform
backward/2fee065a_nohash_4.wav,backward,training,remove,clipped_waveform
backward/30060aba_nohash_0.wav,backward,training,keep,usable
backward/30060aba_nohash_1.wav,backward,training,keep,usable
backward/30276d03_nohash_0.wav,backward,validation,keep,usable
backward/30276d03_nohash_1.wav,backward,validation,keep,usable
backward/30276d03_nohash_2.wav,backward,validation,keep,usable
backward/30f6e665_nohash_0.wav,backward,validation,remove,abrupt_end_after_speech
backward/3102f006_nohash_0.wav,backward,training,keep,usable
backward/3102f006_nohash_1.wav,backward,training,remove,abrupt_end_after_speech
backward/3102f006_nohash_2.wav,backward,training,keep,usable
backward/3102f006_nohash_3.wav,backward,training,keep,usable
backward/3108acca_nohash_0.wav,backward,training,keep,usable
backward/3108acca_nohash_1.wav,backward,training,keep,usable
backward/3108acca_nohash_2.wav,backward,training,keep,usable
backward/3108acca_nohash_3.wav,backward,training,keep,usable
backward/312b96ec_nohash_0.wav,backward,training,keep,usable
backward/31db232b_nohash_0.wav,backward,training,keep,usable
backward/31db232b_nohash_1.wav,backward,training,keep,usable
backward/31f01a8d_nohash_0.wav,backward,validation,keep,usable
backward/31f01a8d_nohash_1.wav,backward,validation,keep,usable
backward/31f01a8d_nohash_2.wav,backward,validation,keep,usable
backward/31f01a8d_nohash_3.wav,backward,validation,keep,usable
backward/322d17d3_nohash_0.wav,backward,training,remove,abrupt_end_after_speech
backward/322d17d3_nohash_1.wav,backward,training,keep,usable
backward/322d17d3_nohash_2.wav,backward,training,keep,usable
backward/322d17d3_nohash_3.wav,backward,training,keep,usable
backward/3291330e_nohash_0.wav,backward,training,keep,usable
backward/3291330e_nohash_1.wav,backward,training,keep,usable
backward/3291330e_nohash_2.wav,backward,training,keep,usable
backward/3291330e_nohash_3.wav,backward,training,keep,usable
backward/3291330e_nohash_4.wav,backward,training,keep,usable
backward/32ad5b65_nohash_0.wav,backward,validation,keep,usable
backward/32ad5b65_nohash_1.wav,backward,validation,keep,usable
backward/32ad5b65_nohash_2.wav,backward,validation,keep,usable
backward/32ad5b65_nohash_3.wav,backward,validation,keep,usable
backward/32ad5b65_nohash_4.wav,backward,validation,remove,speech_active_at_end
backward/332d33b1_nohash_0.wav,backward,training,remove,abrupt_end_after_speech
backward/332d33b1_nohash_1.wav,backward,training,keep,usable
backward/332d33b1_nohash_2.wav,backward,training,keep,usable
backward/332d33b1_nohash_3.wav,backward,training,keep,usable
backward/333d7ddb_nohash_0.wav,backward,training,keep,usable
backward/333d7ddb_nohash_1.wav,backward,training,keep,usable
backward/333d7ddb_nohash_2.wav,backward,training,remove,speech_active_at_end
backward/333d7ddb_nohash_3.wav,backward,training,keep,usable
backward/333d7ddb_nohash_4.wav,backward,training,keep,usable
backward/339f2c5c_nohash_0.wav,backward,training,keep,usable
backward/3589bc72_nohash_0.wav,backward,training,keep,usable
backward/3589bc72_nohash_1.wav,backward,training,keep,usable
backward/3589bc72_nohash_2.wav,backward,training,keep,usable
backward/3589bc72_nohash_3.wav,backward,training,keep,usable
backward/365908bd_nohash_0.wav,backward,training,keep,usable
backward/365908bd_nohash_1.wav,backward,training,keep,usable
backward/365908bd_nohash_2.wav,backward,training,keep,usable
backward/365908bd_nohash_3.wav,backward,training,keep,usable
backward/3659fc1c_nohash_0.wav,backward,testing,remove,short_clip
backward/368bedd4_nohash_0.wav,backward,validation,remove,short_clip
backward/39833acb_nohash_0.wav,backward,training,keep,usable
backward/39833acb_nohash_1.wav,backward,training,remove,abrupt_end_after_speech
backward/39833acb_nohash_2.wav,backward,training,keep,usable
backward/39833acb_nohash_3.wav,backward,training,keep,usable
backward/39833acb_nohash_4.wav,backward,training,keep,usable
backward/39b5fdab_nohash_0.wav,backward,training,remove,abrupt_end_after_speech
backward/3a3ee7ed_nohash_0.wav,backward,training,keep,usable
backward/3a3ee7ed_nohash_1.wav,backward,training,keep,usable
backward/3a3ee7ed_nohash_2.wav,backward,training,keep,usable
backward/3a3ee7ed_nohash_3.wav,backward,training,keep,usable
backward/3a3ee7ed_nohash_4.wav,backward,training,keep,usable
backward/3a53b856_nohash_0.wav,backward,training,remove,abrupt_end_after_speech
backward/3a53b856_nohash_1.wav,backward,training,remove,speech_active_at_end
backward/3a69f765_nohash_0.wav,backward,training,keep,usable
backward/3a69f765_nohash_1.wav,backward,training,remove,abrupt_end_after_speech
backward/3a69f765_nohash_2.wav,backward,training,keep,usable
backward/3a69f765_nohash_3.wav,backward,training,remove,abrupt_end_after_speech
backward/3a69f765_nohash_4.wav,backward,training,keep,usable
backward/3a929277_nohash_0.wav,backward,validation,keep,usable
backward/3a929277_nohash_1.wav,backward,validation,remove,abrupt_end_after_speech
backward/3a929277_nohash_2.wav,backward,validation,keep,usable
backward/3a929277_nohash_3.wav,backward,validation,keep,usable
backward/3b195250_nohash_0.wav,backward,training,keep,usable
backward/3b195250_nohash_1.wav,backward,training,keep,usable
backward/3b195250_nohash_2.wav,backward,training,keep,usable
backward/3b195250_nohash_3.wav,backward,training,keep,usable
backward/3b195250_nohash_4.wav,backward,training,keep,usable
backward/3b3d2f59_nohash_0.wav,backward,training,keep,usable
backward/3b3d2f59_nohash_1.wav,backward,training,keep,usable
backward/3b3d2f59_nohash_2.wav,backward,training,keep,usable
backward/3b3d2f59_nohash_3.wav,backward,training,keep,usable
backward/3b3d2f59_nohash_4.wav,backward,training,keep,usable
backward/3b3d2f59_nohash_5.wav,backward,training,keep,usable
backward/3b4f8f24_nohash_0.wav,backward,testing,remove,abrupt_end_after_speech
backward/3b4f8f24_nohash_1.wav,backward,testing,keep,usable
backward/3b4f8f24_nohash_2.wav,backward,testing,keep,usable
backward/3b4f8f24_nohash_3.wav,backward,testing,remove,abrupt_end_after_speech
backward/3b4f8f24_nohash_4.wav,backward,testing,keep,usable
backward/3bb68054_nohash_0.wav,backward,training,keep,usable
backward/3bb68054_nohash_1.wav,backward,training,keep,usable
backward/3bb68054_nohash_2.wav,backward,training,keep,usable
backward/3bb68054_nohash_3.wav,backward,training,keep,usable
backward/3c4aa5ef_nohash_0.wav,backward,validation,keep,usable
backward/3c4aa5ef_nohash_1.wav,backward,validation,keep,usable
backward/3c4aa5ef_nohash_2.wav,backward,validation,remove,speech_active_at_end
backward/3c4aa5ef_nohash_3.wav,backward,validation,keep,usable
backward/3c4aa5ef_nohash_4.wav,backward,validation,keep,usable
backward/3cc595de_nohash_0.wav,backward,validation,keep,usable
backward/3cc595de_nohash_1.wav,backward,validation,keep,usable
backward/3cc595de_nohash_2.wav,backward,validation,remove,abrupt_end_after_speech
backward/3cc595de_nohash_3.wav,backward,validation,keep,usable
backward/3ce4910e_nohash_0.wav,backward,training,keep,usable
backward/3ce4910e_nohash_1.wav,backward,training,remove,abrupt_end_after_speech
backward/3ce4910e_nohash_2.wav,backward,training,keep,usable
backward/3ce4910e_nohash_3.wav,backward,training,remove,abrupt_end_after_speech
backward/3d794813_nohash_0.wav,backward,training,keep,usable
backward/3d794813_nohash_1.wav,backward,training,keep,usable
backward/3d794813_nohash_2.wav,backward,training,keep,usable
backward/3d794813_nohash_3.wav,backward,training,keep,usable
backward/3d794813_nohash_4.wav,backward,training,keep,usable
backward/3d86b69a_nohash_0.wav,backward,testing,remove,abrupt_end_after_speech
backward/3d86b69a_nohash_1.wav,backward,testing,remove,abrupt_end_after_speech
backward/3d86b69a_nohash_2.wav,backward,testing,remove,abrupt_end_after_speech
backward/3d86b69a_nohash_3.wav,backward,testing,keep,usable
backward/3d9bbe2d_nohash_0.wav,backward,training,keep,usable
backward/3d9bbe2d_nohash_1.wav,backward,training,keep,usable
backward/3d9bbe2d_nohash_2.wav,backward,training,keep,usable
backward/3d9bbe2d_nohash_3.wav,backward,training,keep,usable
backward/3d9bbe2d_nohash_4.wav,backward,training,keep,usable
backward/3e6e5b0f_nohash_0.wav,backward,training,keep,usable
backward/3f45a0cf_nohash_0.wav,backward,training,keep,usable
backward/3f45a0cf_nohash_1.wav,backward,training,keep,usable
backward/3f45a0cf_nohash_2.wav,backward,training,remove,abrupt_end_after_speech
backward/40738a2d_nohash_0.wav,backward,training,remove,abrupt_end_after_speech
backward/40738a2d_nohash_1.wav,backward,training,remove,abrupt_end_after_speech
backward/40738a2d_nohash_2.wav,backward,training,keep,usable
backward/42398aab_nohash_0.wav,backward,training,remove,short_clip
backward/42398aab_nohash_1.wav,backward,training,remove,short_clip
backward/42a99aec_nohash_0.wav,backward,training,keep,usable
backward/42a99aec_nohash_1.wav,backward,training,remove,speech_active_at_end
backward/42a99aec_nohash_2.wav,backward,training,keep,usable
backward/42a99aec_nohash_3.wav,backward,training,keep,usable
backward/42f81601_nohash_0.wav,backward,training,keep,usable
backward/42f81601_nohash_1.wav,backward,training,keep,usable
backward/42f81601_nohash_2.wav,backward,training,keep,usable
