path,size,mtime_ns,ruleset_version,status,removal_reason
backward/1b18600d_nohash_0.wav,32044,1774781845258946800,strict_v2,keep,usable
backward/1b18600d_nohash_1.wav,32044,1774781845260948900,strict_v2,keep,usable
backward/1b42b551_nohash_0.wav,32044,1774781845263143800,strict_v2,keep,usable
backward/1b42b551_nohash_1.wav,32044,1774781845265157300,strict_v2,keep,usable
backward/1b42b551_nohash_2.wav,32044,1774781845267423900,strict_v2,keep,usable
backward/1b42b551_nohash_3.wav,32044,1774781845268420500,strict_v2,remove,abrupt_end_after_speech
backward/1b42b551_nohash_4.wav,32044,1774781845270419900,strict_v2,remove,speech_active_at_end
backward/1b627376_nohash_0.wav,32044,1774781845272885700,strict_v2,remove,abrupt_end_after_speech
backward/1c76f5f3_nohash_0.wav,26794,1774781845275280700,strict_v2,keep,usable
backward/1c84a139_nohash_0.wav,32044,1774781845276282600,strict_v2,keep,usable
backward/1c84a139_nohash_1.wav,32044,1774781845278281500,strict_v2,keep,usable
backward/1c84a139_nohash_2.wav,32044,1774781845280279300,strict_v2,keep,usable
backward/1c84a139_nohash_3.wav,32044,1774781845283637000,strict_v2,keep,usable
backward/1c84a139_nohash_4.wav,32044,1774781845285637000,strict_v2,keep,usable
backward/1dc86f91_nohash_0.wav,32044,1774781845286640400,strict_v2,keep,usable
backward/1dc86f91_nohash_1.wav,32044,1774781845288944900,strict_v2,keep,usable
backward/1dc86f91_nohash_2.wav,32044,1774781845290748400,strict_v2,keep,usable
backward/1dc86f91_nohash_3.wav,32044,1774781845292477100,strict_v2,keep,usable
backward/1dc86f91_nohash_4.wav,32044,1774781845294746300,strict_v2,keep,usable
backward/1e02ffc5_nohash_0.wav,32044,1774781845296703300,strict_v2,keep,usable
backward/1e02ffc5_nohash_1.wav,32044,1774781845300025700,strict_v2,keep,usable
backward/1e02ffc5_nohash_2.wav,32044,1774781845301026000,strict_v2,keep,usable
backward/1e02ffc5_nohash_3.wav,32044,1774781845304557900,strict_v2,keep,usable
backward/1e02ffc5_nohash_4.wav,32044,1774781845305572900,strict_v2,remove,abrupt_end_after_speech
backward/1e9e6bdd_nohash_0.wav,32044,1774781845308575600,strict_v2,keep,usable
backward/1e9e6bdd_nohash_1.wav,32044,1774781845309577600,strict_v2,keep,usable
backward/1e9e6bdd_nohash_2.wav,32044,1774781845312569400,strict_v2,keep,usable
backward/1e9e6bdd_nohash_3.wav,32044,1774781845314099000,strict_v2,remove,speech_active_at_end
backward/1e9e6bdd_nohash_4.wav,32044,1774781845315735500,strict_v2,keep,usable
backward/1ed0b13d_nohash_0.wav,32044,1774781845317991300,strict_v2,keep,usable
backward/1ed0b13d_nohash_1.wav,32044,1774781845319991800,strict_v2,keep,usable
backward/1ed0b13d_nohash_2.wav,32044,1774781845320988000,strict_v2,remove,speech_active_at_end
backward/1ed0b13d_nohash_3.wav,32044,1774781845323513100,strict_v2,keep,usable
backward/1ed0b13d_nohash_4.wav,32044,1774781845325552200,strict_v2,keep,usable
backward/1f3e4139_nohash_0.wav,32044,1774781845327549900,strict_v2,remove,abrupt_end_after_speech
backward/2005ca25_nohash_0.wav,17792,1774781845329547600,strict_v2,remove,short_clip
backward/20a0d54b_nohash_0.wav,32044,1774781845331548500,strict_v2,remove,abrupt_end_after_speech
backward/211b928a_nohash_0.wav,32044,1774781845334592600,strict_v2,keep,usable
backward/211b928a_nohash_1.wav,32044,1774781845336117600,strict_v2,keep,usable
backward/211b928a_nohash_2.wav,32044,1774781845338121400,strict_v2,keep,usable
backward/211b928a_nohash_3.wav,32044,1774781845340122800,strict_v2,keep,usable
backward/211b928a_nohash_4.wav,32044,1774781845341937600,strict_v2,keep,usable
backward/226537ab_nohash_0.wav,32044,1774781845344465500,strict_v2,keep,usable
backward/226537ab_nohash_1.wav,32044,1774781845346481000,strict_v2,keep,usable
backward/226537ab_nohash_2.wav,32044,1774781845347479500,strict_v2,keep,usable
backward/226537ab_nohash_3.wav,32044,1774781845380231500,strict_v2,keep,usable
backward/234d6a48_nohash_0.wav,32044,1774781845382385700,strict_v2,remove,abrupt_end_after_speech
backward/234d6a48_nohash_1.wav,32044,1774781845384599600,strict_v2,keep,usable
backward/234d6a48_nohash_2.wav,32044,1774781845391790300,strict_v2,keep,usable
backward/234d6a48_nohash_3.wav,32044,1774781845393299800,strict_v2,keep,usable
backward/2356b88d_nohash_0.wav,32044,1774781845395313100,strict_v2,keep,usable
backward/235b444f_nohash_0.wav,32044,1774781845398328500,strict_v2,keep,usable
backward/235b444f_nohash_1.wav,32044,1774781845421337900,strict_v2,keep,usable
backward/235b444f_nohash_2.wav,32044,1774781845423902600,strict_v2,keep,usable
backward/235b444f_nohash_3.wav,32044,1774781845428538600,strict_v2,keep,usable
backward/236b6113_nohash_0.wav,28716,1774781845430521800,strict_v2,remove,abrupt_end_after_speech
backward/23add12a_nohash_0.wav,23254,1774781845457207600,strict_v2,remove,short_clip
backward/23add12a_nohash_1.wav,23254,1774781845459450600,strict_v2,remove,short_clip
backward/23da904f_nohash_0.wav,32044,1774781845461449800,strict_v2,keep,usable
backward/23da904f_nohash_1.wav,32044,1774781845462957100,strict_v2,remove,abrupt_end_after_speech
backward/23da904f_nohash_2.wav,32044,1774781845463969600,strict_v2,keep,usable
backward/23da904f_nohash_3.wav,32044,1774781845465765600,strict_v2,keep,usable
backward/23da904f_nohash_4.wav,32044,1774781845468013500,strict_v2,keep,usable
backward/244cc3a5_nohash_0.wav,28280,1774781845470013900,strict_v2,keep,usable
backward/24a3e589_nohash_0.wav,32044,1774781845471015600,strict_v2,keep,usable
backward/24a3e589_nohash_1.wav,32044,1774781845475105400,strict_v2,keep,usable
backward/24a3e589_nohash_2.wav,32044,1774781845477120500,strict_v2,remove,abrupt_end_after_speech
backward/24a3e589_nohash_3.wav,32044,1774781845477852000,strict_v2,keep,usable
backward/24cab2cb_nohash_0.wav,25984,1774781845479980500,strict_v2,keep,usable
backward/24cab2cb_nohash_1.wav,24620,1774781845480982100,strict_v2,remove,short_clip
backward/256c0a05_nohash_0.wav,32044,1774781845487466600,strict_v2,keep,usable
backward/256c0a05_nohash_1.wav,32044,1774781845488779200,strict_v2,keep,usable
backward/256c0a05_nohash_2.wav,32044,1774781845490505900,strict_v2,keep,usable
backward/256c0a05_nohash_3.wav,32044,1774781845494284300,strict_v2,keep,usable
backward/256c0a05_nohash_4.wav,32044,1774781845504563700,strict_v2,keep,usable
backward/25e95412_nohash_0.wav,32044,1774781845507545200,strict_v2,keep,usable
backward/25e95412_nohash_1.wav,32044,1774781845510335900,strict_v2,remove,speech_active_at_end
backward/25e95412_nohash_2.wav,32044,1774781845511336800,strict_v2,keep,usable
backward/25e95412_nohash_3.wav,32044,1774781845513184800,strict_v2,keep,usable
backward/25e95412_nohash_4.wav,32044,1774781845515528700,strict_v2,remove,speech_active_at_end
backward/25e95412_nohash_5.wav,32044,1774781845517797900,strict_v2,keep,usable
backward/262d7a03_nohash_0.wav,23254,1774781845520730900,strict_v2,remove,short_clip
backward/262d7a03_nohash_1.wav,19158,1774781845528252200,strict_v2,remove,short_clip
backward/2748cce7_nohash_0.wav,32044,1774781845531039700,strict_v2,keep,usable
backward/2748cce7_nohash_1.wav,32044,1774781845532771900,strict_v2,keep,usable
backward/2748cce7_nohash_2.wav,32044,1774781845535302400,strict_v2,keep,usable
backward/27c24504_nohash_0.wav,32044,1774781845537317700,strict_v2,keep,usable
backward/27c24504_nohash_1.wav,32044,1774781845539319200,strict_v2,keep,usable
backward/27c24504_nohash_2.wav,32044,1774781845541316100,strict_v2,keep,usable
backward/29229c21_nohash_0.wav,32044,1774781845542835700,strict_v2,keep,usable
backward/29229c21_nohash_1.wav,32044,1774781845544853400,strict_v2,keep,usable
backward/29229c21_nohash_2.wav,32044,1774781845546869600,strict_v2,keep,usable
backward/29229c21_nohash_3.wav,32044,1774781845550185700,strict_v2,keep,usable
backward/29229c21_nohash_4.wav,32044,1774781845552588900,strict_v2,keep,usable
backward/2927c601_nohash_0.wav,32044,1774781845554605400,strict_v2,keep,usable
backward/2927c601_nohash_1.wav,32044,1774781845557619400,strict_v2,keep,usable
backward/2927c601_nohash_2.wav,32044,1774781845558733300,strict_v2,keep,usable
backward/2927c601_nohash_3.wav,32044,1774781845561734400,strict_v2,keep,usable
backward/2927c601_nohash_4.wav,32044,1774781845563249100,strict_v2,keep,usable
backward/29dce108_nohash_0.wav,32044,1774781845566750700,strict_v2,keep,usable
backward/29dce108_nohash_1.wav,32044,1774781845568752700,strict_v2,keep,usable
backward/29dce108_nohash_2.wav,32044,1774781845569759200,strict_v2,keep,usable
backward/29dce108_nohash_3.wav,32044,1774781845571755400,strict_v2,remove,abrupt_end_after_speech
backward/2a1f4853_nohash_0.wav,32044,1774781845574283000,strict_v2,keep,usable
backward/2a1f4853_nohash_1.wav,32044,1774781845574283000,strict_v2,keep,usable
backward/2a1f4853_nohash_2.wav,32044,1774781845574283000,strict_v2,keep,usable
backward/2a1f4853_nohash_3.wav,32044,1774781845579501500,strict_v2,keep,usable
backward/2a1f4853_nohash_4.wav,32044,1774781845579501500,strict_v2,keep,usable
backward/2aca1e72_nohash_0.wav,32044,1774781845585362800,strict_v2,keep,usable
backward/2aca1e72_nohash_1.wav,32044,1774781845585362800,strict_v2,keep,usable
backward/2aca1e72_nohash_10.wav,32044,1774781845588242500,strict_v2,keep,usable
backward/2aca1e72_nohash_11.wav,32044,1774781845589983700,strict_v2,keep,usable
backward/2aca1e72_nohash_12.wav,32044,1774781845592509400,strict_v2,keep,usable
backward/2aca1e72_nohash_13.wav,32044,1774781845594561400,strict_v2,keep,usable
backward/2aca1e72_nohash_2.wav,32044,1774781845611257400,strict_v2,keep,usable
backward/2aca1e72_nohash_3.wav,32044,1774781845617663300,strict_v2,keep,usable
backward/2aca1e72_nohash_4.wav,32044,1774781845619659300,strict_v2,keep,usable
backward/2aca1e72_nohash_5.wav,32044,1774781845622658800,strict_v2,keep,usable
backward/2aca1e72_nohash_6.wav,32044,1774781845625091300,strict_v2,keep,usable
backward/2aca1e72_nohash_7.wav,32044,1774781845628567900,strict_v2,keep,usable
backward/2aca1e72_nohash_8.wav,32044,1774781845632611700,strict_v2,keep,usable
backward/2aca1e72_nohash_9.wav,32044,1774781845635152500,strict_v2,keep,usable
backward/2b5e346d_nohash_0.wav,32044,1774781845637729700,strict_v2,keep,usable
backward/2b5e346d_nohash_1.wav,32044,1774781845639713900,strict_v2,remove,abrupt_end_after_speech
backward/2b5e346d_nohash_2.wav,32044,1774781845643235800,strict_v2,keep,usable
backward/2e75d37a_nohash_0.wav,32044,1774781845644264400,strict_v2,keep,usable
backward/2e75d37a_nohash_1.wav,32044,1774781845646784600,strict_v2,keep,usable
backward/2e75d37a_nohash_2.wav,32044,1774781845650160100,strict_v2,keep,usable
backward/2e75d37a_nohash_3.wav,32044,1774781845651160600,strict_v2,keep,usable
backward/2f0ce4d9_nohash_0.wav,32044,1774781845653688100,strict_v2,remove,abrupt_end_after_speech
backward/2f0ce4d9_nohash_1.wav,32044,1774781845656724000,strict_v2,remove,abrupt_end_after_speech
backward/2f0ce4d9_nohash_2.wav,32044,1774781845658469800,strict_v2,remove,speech_active_at_end
backward/2fcb6397_nohash_0.wav,32044,1774781845660471000,strict_v2,remove,speech_active_at_end
backward/2fcb6397_nohash_1.wav,32044,1774781845662469400,strict_v2,keep,usable
backward/2fcb6397_nohash_2.wav,32044,1774781845663992200,strict_v2,keep,usable
backward/2fcb6397_nohash_3.wav,32044,1774781845665677700,strict_v2,remove,abrupt_end_after_speech
backward/2fcb6397_nohash_4.wav,32044,1774781845667861100,strict_v2,remove,abrupt_end_after_speech
backward/2fee065a_nohash_0.wav,32044,1774781845669861500,strict_v2,remove,clipped_waveform
backward/2fee065a_nohash_1.wav,32044,1774781845671861000,strict_v2,remove,clipped_waveform
backward/2fee065a_nohash_2.wav,32044,1774781845673794600,strict_v2,remove,clipped_waveform
backward/2fee065a_nohash_3.wav,32044,1774781845676050000,strict_v2,remove,clipped_waveform
backward/2fee065a_nohash_4.wav,32044,1774781845679050000,strict_v2,remove,clipped_waveform
backward/30060aba_nohash_0.wav,32044,1774781845681049100,strict_v2,keep,usable
backward/30060aba_nohash_1.wav,32044,1774781845683044600,strict_v2,keep,usable
backward/30276d03_nohash_0.wav,32044,1774781845684060200,strict_v2,keep,usable
backward/30276d03_nohash_1.wav,32044,1774781845686076000,strict_v2,keep,usable
backward/30276d03_nohash_2.wav,32044,1774781845688073400,strict_v2,keep,usable
backward/30f6e665_nohash_0.wav,25984,1774781845690559700,strict_v2,remove,abrupt_end_after_speech
backward/3102f006_nohash_0.wav,32044,1774781845692566900,strict_v2,keep,usable
backward/3102f006_nohash_1.wav,32044,1774781845693857300,strict_v2,remove,abrupt_end_after_speech
backward/3102f006_nohash_2.wav,32044,1774781845695857200,strict_v2,keep,usable
backward/3102f006_nohash_3.wav,32044,1774781845696857100,strict_v2,keep,usable
backward/3108acca_nohash_0.wav,32044,1774781845698685700,strict_v2,keep,usable
backward/3108acca_nohash_1.wav,32044,1774781845700848100,strict_v2,keep,usable
backward/3108acca_nohash_2.wav,32044,1774781845701848800,strict_v2,keep,usable
backward/3108acca_nohash_3.wav,32044,1774781845703367500,strict_v2,keep,usable
backward/312b96ec_nohash_0.wav,32044,1774781845705390900,strict_v2,keep,usable
backward/31db232b_nohash_0.wav,32044,1774781845706407200,strict_v2,keep,usable
